StationName,Latitude,Longitude,StartYear,EndYear,NormalValue.Element,NormalValue.ValueOnJanuary,NormalValue.ValueOnFebruary,NormalValue.ValueOnMarch,NormalValue.ValueOnApril,NormalValue.ValueOnMay,NormalValue.ValueOnJune,NormalValue.ValueOnJuly,NormalValue.ValueOnAugust,NormalValue.ValueOnSeptember,NormalValue.ValueOnOctober,NormalValue.ValueOnNovember,NormalValue.ValueOnDecember
KHO HONG AGROMET.,7,100.5,1981,2010,Mean Maximum Temperature,30.566,31.999,33.453,34.312,34.14,33.91,33.55,33.96,33.36,32.64,30.61,30.18
KHO HONG AGROMET.,7,100.5,1981,2010,Mean Minimum Temperature,24.106,24.271,24.62,25.057,24.95,24.65,24.44,24.38,24.29,24.1,24.09,24.25
KHO HONG AGROMET.,7,100.5,1981,2010,Mean Dry-bulb Temperature,26.831,27.541,28.194,28.696,28.35,28.18,28,28.12,27.63,27.28,26.7,26.74
KHO HONG AGROMET.,7,100.5,1981,2010,Mean Relative Humidity,77.385,74.391,75.391,76.851,79.26,79.06,78.76,76.97,79.38,81.69,84.51,80.35
KHO HONG AGROMET.,7,100.5,1981,2010,Total Rainfall,76.673,30.11,66.104,98.51,174.5,116.82,123.64,133.8,160.85,240.64,429.45,363.04
SA DAO,6.798,100.391,1981,2010,Mean Station Pressure,1008.051,1007.885,1006.588,1005.95,1005.56,1005.71,1005.84,1006.11,1006.6,1006.81,1006.7,1007.47
SA DAO,6.798,100.391,1981,2010,Mean MSL Pressure,1011.327,1010.991,1009.887,1009.051,1008.51,1008.67,1008.99,1009.01,1009.59,1009.8,1009.72,1010.48
SA DAO,6.798,100.391,1981,2010,Mean Maximum Temperature,31.493,33.139,34.22,34.451,33.81,33.35,33.11,32.97,32.71,31.97,31.06,30.44
SA DAO,6.798,100.391,1981,2010,Mean Minimum Temperature,21.603,21.618,22.369,23.053,23.17,22.47,22.43,22.46,22.53,22.62,22.72,22.21
SA DAO,6.798,100.391,1981,2010,Mean Dry-bulb Temperature,26.367,27.056,27.723,28.1,27.97,27.67,27.5,27.48,27.12,26.82,26.52,26.2
SA DAO,6.798,100.391,1981,2010,Mean Relative Humidity,82.015,77.933,79.194,81.953,84.03,83.86,83.55,83.02,84.76,86.73,87.67,86.21
SA DAO,6.798,100.391,1981,2010,Total Rainfall,82.91,29.145,91.191,123.436,114.04,106.75,101.18,96.03,125.03,214.48,242.11,218.63
SONGKHLA,7.182,100.608,1981,2010,Mean Station Pressure,1010.819,1010.436,1009.377,1008.212,1007.54,1007.62,1007.78,1008.03,1008.61,1008.98,1009.32,1010.43
SONGKHLA,7.182,100.608,1981,2010,Mean MSL Pressure,1011.709,1011.912,1010.431,1009.802,1009.21,1009.74,1009.91,1010.18,1011.11,1010.93,1010.35,1012.22
SONGKHLA,7.182,100.608,1981,2010,Mean Maximum Temperature,29.626,30.342,31.373,32.471,33.05,33.12,32.93,32.97,32.34,31.38,29.75,29.18
SONGKHLA,7.182,100.608,1981,2010,Mean Minimum Temperature,24.686,24.7,25.025,25.389,25.36,25.09,24.76,24.74,24.51,24.29,24.34,24.37
SONGKHLA,7.182,100.608,1981,2010,Mean Dry-bulb Temperature,27.111,27.469,28.09,28.881,28.84,28.6,28.32,28.22,27.85,27.28,26.88,26.75
SONGKHLA,7.182,100.608,1981,2010,Mean Relative Humidity,77.529,76.931,77.659,77.541,77.95,76.69,76.63,76.33,78.54,81.83,84.38,81.52
SONGKHLA,7.182,100.608,1981,2010,Total Rainfall,74.767,48.644,59.673,75.078,119.61,99.87,95.03,109.35,136.86,257.08,545.94,444.71
HAT YAI AIRPORT,6.917,100.433,1981,2010,Mean Station Pressure,1007.699,1007.26,1006.182,1005.215,1004.67,1004.78,1004.96,1005.23,1005.79,1006.08,1006.34,1007.38
HAT YAI AIRPORT,6.917,100.433,1981,2010,Mean MSL Pressure,1011.704,1011.25,1010.237,1009.182,1008.65,1008.77,1008.96,1009.23,1009.79,1010.09,1010.35,1011.39
HAT YAI AIRPORT,6.917,100.433,1981,2010,Mean Maximum Temperature,31.025,32.702,34.174,34.619,33.83,33.48,33.17,33.15,32.51,31.77,30.42,29.71
HAT YAI AIRPORT,6.917,100.433,1981,2010,Mean Minimum Temperature,22.043,22.119,22.917,23.692,24.03,23.78,23.47,23.48,23.35,23.34,23.18,22.61
HAT YAI AIRPORT,6.917,100.433,1981,2010,Mean Dry-bulb Temperature,25.981,26.733,27.586,28.013,27.83,27.67,27.4,27.38,26.85,26.48,26.04,25.62
HAT YAI AIRPORT,6.917,100.433,1981,2010,Mean Relative Humidity,79.959,77.012,76.322,78.353,80.64,79.71,79.46,79.03,81.97,84.73,86.77,85.22
HAT YAI AIRPORT,6.917,100.433,1981,2010,Total Rainfall,53.817,24.394,75.078,118.637,147.65,119.31,104.53,112.95,157.29,227.8,317.05,267.74
SATUN,6.65,100.083,1981,2010,Mean Station Pressure,1009.778,1009.4,1008.66,1007.925,1007.62,1007.82,1008.02,1008.32,1008.88,1009.01,1008.85,1009.57
SATUN,6.65,100.083,1981,2010,Mean MSL Pressure,1010.511,1010.132,1009.39,1008.653,1008.35,1008.48,1008.75,1009.05,1009.61,1009.74,1009.58,1010.33
SATUN,6.65,100.083,1981,2010,Mean Maximum Temperature,32.741,34.21,34.675,34.072,32.97,32.44,31.95,31.78,31.4,31.46,31.62,31.5
SATUN,6.65,100.083,1981,2010,Mean Minimum Temperature,23.378,23.123,23.615,24.133,24.48,24.13,23.8,23.85,23.64,23.56,23.54,23.36
SATUN,6.65,100.083,1981,2010,Mean Dry-bulb Temperature,27.538,28.072,28.444,28.42,28.15,27.83,27.44,27.38,26.95,26.81,26.94,26.97
SATUN,6.65,100.083,1981,2010,Mean Relative Humidity,69.986,69.008,72.555,78.581,81.89,82.1,82.47,82.54,84.44,84.84,82.17,76.46
SATUN,6.65,100.083,1981,2010,Total Rainfall,21.19,45.754,121.95,205.997,233.25,183.47,230.58,259.34,328.41,339.01,223.92,96.87
PATTANI AIRPORT,6.783,101.15,1981,2010,Mean Station Pressure,1010.422,1009.985,1008.998,1007.756,1006.24,1007.43,1007.58,1007.85,1007.99,1008.59,1009.05,1010.07
PATTANI AIRPORT,6.783,101.15,1981,2010,Mean MSL Pressure,1011.333,1010.888,1009.898,1008.795,1008.22,1008.33,1008.48,1008.75,1009.31,1009.63,1009.95,1010.96
PATTANI AIRPORT,6.783,101.15,1981,2010,Mean Maximum Temperature,30.689,31.995,33.238,34.141,33.77,33.29,32.95,32.89,32.41,31.6,30.24,29.63
PATTANI AIRPORT,6.783,101.15,1981,2010,Mean Minimum Temperature,22.299,22.067,22.708,23.628,24.19,24,23.67,23.67,23.63,23.64,23.53,22.97
PATTANI AIRPORT,6.783,101.15,1981,2010,Mean Dry-bulb Temperature,26.022,26.458,27.335,28.213,28.18,27.93,27.57,27.51,27.19,26.86,26.34,25.88
PATTANI AIRPORT,6.783,101.15,1981,2010,Mean Relative Humidity,80.844,79.108,78.616,78.248,79.98,79.84,79.88,79.78,81.31,83.9,86.39,84.97
PATTANI AIRPORT,6.783,101.15,1981,2010,Total Rainfall,50.923,32.011,49.417,74.554,137.5,109.4,129.14,134.03,147.08,216.24,406.57,378.25
YALA AGROMET.,6.517,101.283,1981,2010,Mean Station Pressure,1007.768,1007.2,1006.156,1005.305,1004.78,1004.83,1005.14,1005,1005.6,1005.99,1005.77,1006.48
YALA AGROMET.,6.517,101.283,1981,2010,Mean MSL Pressure,1011.925,1011.342,1010.285,1009.422,1008.9,1008.95,1009.26,1009.12,1009.73,1010.13,1009.91,1010.63
YALA AGROMET.,6.517,101.283,1981,2010,Mean Maximum Temperature,30.919,33.259,34.253,34.781,34.28,33.99,33.51,33.75,33.16,32.63,30.97,30.14
YALA AGROMET.,6.517,101.283,1981,2010,Mean Minimum Temperature,22.483,22.391,23.203,23.851,24.12,24.03,23.84,23.7,23.75,23.61,23.39,22.86
YALA AGROMET.,6.517,101.283,1981,2010,Mean Dry-bulb Temperature,25.89,26.831,27.482,28.059,27.81,27.83,27.46,27.45,27.16,26.89,26.13,25.69
YALA AGROMET.,6.517,101.283,1981,2010,Mean Relative Humidity,82.121,77.146,78.369,79.353,81.54,79.84,80.52,79.79,81.04,83.1,87.26,85.7
YALA AGROMET.,6.517,101.283,1981,2010,Total Rainfall,126.767,53.256,133.233,90.911,234.18,124.01,202.3,202.17,186.64,313.49,327.96,432.49
NARATHIWAT,6.417,101.817,1981,2010,Mean Station Pressure,1011.211,1010.779,1009.731,1008.555,1007.88,1007.95,1008.15,1008.4,1008.94,1009.2,1009.53,1010.69
NARATHIWAT,6.417,101.817,1981,2010,Mean MSL Pressure,1011.814,1011.378,1010.324,1009.147,1008.47,1008.54,1008.74,1009,1009.54,1009.8,1010.14,1011.3
NARATHIWAT,6.417,101.817,1981,2010,Mean Maximum Temperature,29.848,30.763,31.854,33.184,33.43,33.29,32.84,32.9,32.47,31.66,30.12,29.3
NARATHIWAT,6.417,101.817,1981,2010,Mean Minimum Temperature,22.934,22.887,23.496,24.086,24.26,23.92,23.63,23.57,23.51,23.56,23.42,23.19
NARATHIWAT,6.417,101.817,1981,2010,Mean Dry-bulb Temperature,26.125,26.583,27.343,28.262,28.22,27.9,27.5,27.43,27.17,26.9,26.26,25.92
NARATHIWAT,6.417,101.817,1981,2010,Mean Relative Humidity,82.089,80.884,80.781,79.773,80.58,80.24,80.6,80.58,81.62,83.46,86.61,85.01
NARATHIWAT,6.417,101.817,1981,2010,Total Rainfall,101.56,53.73,117.357,72.75,142.07,123.2,134.01,158.28,182.7,254.38,554.91,562.45
